service,category,code
VPCE_PRIVATELINK,issue,AWS_VPCE_PRIVATELINK_FLOW_LOGS_ISSUE
VPCE_PRIVATELINK,issue,AWS_VPCE_PRIVATELINK_OPERATIONAL_ISSUE
VPCE_PRIVATELINK,accountNotification,AWS_VPCE_PRIVATELINK_OPERATIONAL_NOTIFICATION
VPCE_PRIVATELINK,accountNotification,AWS_VPCE_PRIVATELINK_SECURITY_NOTIFICATION
VPC,issue,AWS_VPC_API_ISSUE
VPC,issue,AWS_VPC_CONNECTIVITY_ISSUE
VPC,issue,AWS_VPC_INCREASED_MANAGEMENT_CONSOLE_ERROR_RATES
VPC_LATTICE,issue,AWS_VPC_LATTICE_API_ISSUE
VPC_LATTICE,issue,AWS_VPC_LATTICE_API_LATENCIES
VPC_LATTICE,issue,AWS_VPC_LATTICE_CLOUDWATCH_METRICS_DELAY
VPC_LATTICE,issue,AWS_VPC_LATTICE_CONFIGURATION_ISSUE
VPC_LATTICE,issue,AWS_VPC_LATTICE_NETWORK_CONNECTIVITY_ISSUE
VPC_LATTICE,issue,AWS_VPC_LATTICE_OPERATIONAL_ISSUE
VPC_LATTICE,accountNotification,AWS_VPC_LATTICE_OPERATIONAL_NOTIFICATION
VPC_LATTICE,issue,AWS_VPC_LATTICE_PROVISIONING_LATENCIES
VPC,issue,AWS_VPC_OPERATIONAL_ISSUE
VPC,accountNotification,AWS_VPC_OPERATIONAL_NOTIFICATION
VPC,scheduledChange,AWS_VPC_PLANNED_LIFECYCLE_EVENT
VPC,scheduledChange,AWS_VPC_ROUTE_SERVER_ENDPOINT_PLANNED_MAINTENANCE_EVENT
VPC,accountNotification,AWS_VPC_SECURITY_NOTIFICATION
VPN,accountNotification,AWS_VPN_CLASSIC_DX_MIGRATION
VPN,accountNotification,AWS_VPN_CLASSIC_RETIREMENT
VPN,accountNotification,AWS_VPN_CLASSIC_RETIREMENT_JP
VPN,accountNotification,AWS_VPN_CUSTOMER_ENGAGEMENT
VPN,scheduledChange,AWS_VPN_EMERGENCY_MAINTENANCE_SCHEDULED
VPN,scheduledChange,AWS_VPN_MAINTENANCE_CANCELLED
VPN,scheduledChange,AWS_VPN_MAINTENANCE_SCHEDULED
VPN,issue,AWS_VPN_OPERATIONAL_ISSUE
VPN,accountNotification,AWS_VPN_OPERATIONAL_NOTIFICATION
VPN,accountNotification,AWS_VPN_REDUNDANCY_LOSS
VPN,accountNotification,AWS_VPN_SINGLE_TUNNEL_NOTIFICATION
VPN,accountNotification,AWS_VPN_TUNNEL_UPDATE_AVAILABLE
WAF,issue,AWS_WAF_API_ISSUE
WAF,accountNotification,AWS_WAF_CUSTOMER_ENGAGEMENT
WAF,issue,AWS_WAF_OPERATIONAL_ISSUE
WAF,accountNotification,AWS_WAF_OPERATIONAL_NOTIFICATION
ACM,scheduledChange,AWS_ACM_RENEWED_CUSTOMER
ACM,scheduledChange,AWS_ACM_RENEWED_PARTNER
ACM,issue,AWS_ACM_RENEW_CERTIFICATE_API_ISSUE
ACM,issue,AWS_ACM_RENEW_CERTIFICATE_API_LATENCY_ISSUE
ACM,issue,AWS_ACM_REQUEST_CERTIFICATE_AVAILABILITY_ISSUE
ACM,issue,AWS_ACM_RESEND_VALIDATION_EMAIL_AVAILABILITY_ISSUE
ACM,issue,AWS_ACM_RESEND_VALIDATION_EMAIL_LATENCY_ISSUE
ACM,accountNotification,AWS_ACM_SECURITY_NOTIFICATION
ACM,issue,AWS_ACM_UPDATE_CERTIFICATE_OPTIONS_AVAILABILITY_ISSUE
ACM,issue,AWS_ACM_UPDATE_CERTIFICATE_OPTIONS_LATENCY_ISSUE
ACTIVATECONSOLE,issue,AWS_ACTIVATECONSOLE_OPERATIONAL_ISSUE
ACTIVATECONSOLE,accountNotification,AWS_ACTIVATECONSOLE_OPERATIONAL_NOTIFICATION
AIRFLOW,issue,AWS_AIRFLOW_DATABASE_CONNECTIVITY_ISSUE
AIRFLOW,issue,AWS_AIRFLOW_OPERATIONAL_ISSUE
AIRFLOW,accountNotification,AWS_AIRFLOW_OPERATIONAL_NOTIFICATION
AIRFLOW,accountNotification,AWS_AIRFLOW_SECURITY_NOTIFICATION
AIRFLOW,issue,AWS_AIRFLOW_UNHEALTHY_SCHEDULERS
AIRFLOW,issue,AWS_AIRFLOW_UNHEALTHY_WORKERS
AMPLIFYADMIN,issue,AWS_AMPLIFYADMIN_OPERATIONAL_ISSUE
AMPLIFYADMIN,accountNotification,AWS_AMPLIFYADMIN_OPERATIONAL_NOTIFICATION
AMPLIFYUIBUILDER,issue,AWS_AMPLIFYUIBUILDER_OPERATIONAL_ISSUE
AMPLIFYUIBUILDER,accountNotification,AWS_AMPLIFYUIBUILDER_OPERATIONAL_NOTIFICATION
AMPLIFY,issue,AWS_AMPLIFY_CONSOLE_DEPLOYMENT_ISSUE
AMPLIFY,issue,AWS_AMPLIFY_CUSTOM_DOMAIN_CONFIGURATION_ISSUE
AMPLIFY,issue,AWS_AMPLIFY_OPERATIONAL_ISSUE
CONNECT,scheduledChange,AWS_CONNECT_MAINTENANCE_SCHEDULED
CONNECT,issue,AWS_CONNECT_MISSED_CALLS
CONNECT,issue,AWS_CONNECT_OPERATIONAL_ISSUE
CONNECT,accountNotification,AWS_CONNECT_OPERATIONAL_NOTIFICATION
CONNECT,issue,AWS_CONNECT_SAML_SIGNIN_FAILURE
CONNECT,accountNotification,AWS_CONNECT_SECURITY_NOTIFICATION
CONNECT,issue,AWS_CONNECT_SIGNOUT_ERROR
CONNECT,issue,AWS_CONNECT_SIGNOUT_ISSUE
CONSOLEMOBILEAPP,issue,AWS_CONSOLEMOBILEAPP_API_ISSUE
CONSOLEMOBILEAPP,issue,AWS_CONSOLEMOBILEAPP_OPERATIONAL_ISSUE
CONSOLEMOBILEAPP,accountNotification,AWS_CONSOLEMOBILEAPP_OPERATIONAL_NOTIFICATION
CONTROLCATALOG,issue,AWS_CONTROLCATALOG_OPERATIONAL_ISSUE
CONTROLCATALOG,accountNotification,AWS_CONTROLCATALOG_OPERATIONAL_NOTIFICATION
CONTROLTOWER,issue,AWS_CONTROLTOWER_CREATE_LANDING_ZONE_ISSUE
CONTROLTOWER,issue,AWS_CONTROLTOWER_OPERATIONAL_ISSUE
CONTROLTOWER,accountNotification,AWS_CONTROLTOWER_OPERATIONAL_NOTIFICATION
CONTROLTOWER,accountNotification,AWS_CONTROLTOWER_SECURITY_NOTIFICATION
CORRETTO,accountNotification,AWS_CORRETTO_OPERATIONAL_NOTIFICATION
COSTPLANNER,issue,AWS_COSTPLANNER_OPERATIONAL_ISSUE
COSTPLANNER,accountNotification,AWS_COSTPLANNER_OPERATIONAL_NOTIFICATION
DATABREW,issue,AWS_DATABREW_OPERATIONAL_ISSUE
DATAEXCHANGE,issue,AWS_DATAEXCHANGE_API_ISSUE
DATAEXCHANGE,issue,AWS_DATAEXCHANGE_API_LATENCY
DATAEXCHANGE,issue,AWS_DATAEXCHANGE_OPERATIONAL_ISSUE
DATAEXCHANGE,accountNotification,AWS_DATAEXCHANGE_OPERATIONAL_NOTIFICATION
ECS,scheduledChange,AWS_ECS_PLANNED_LIFECYCLE_EVENT
ECS,accountNotification,AWS_ECS_SECURITY_NOTIFICATION
ECS,issue,AWS_ECS_SERVICE_SCHEDULER_AVAILABILITY_ISSUE
ECS,issue,AWS_ECS_TASKS_FAILED_TO_START
ECS,issue,AWS_ECS_TASK_LAUNCH_ERRORS
ECS,scheduledChange,AWS_ECS_TASK_PATCHING_RETIREMENT
ECS,scheduledChange,AWS_ECS_TASK_RETIREMENT_SCHEDULED
EKS,accountNotification,AWS_EKS_ANYWHERE_SUBSCRIPTION_EXPIRING
EKS,accountNotification,AWS_EKS_CLUSTER_HEALTH_ISSUES
EKS,accountNotification,AWS_EKS_CUSTOMER_ENGAGEMENT
EKS,scheduledChange,AWS_EKS_FARGATE_POD_EVICTIONS
EKS,scheduledChange,AWS_EKS_MAINTENANCE_NOTIFICATION
EKS,scheduledChange,AWS_EKS_MAINTENANCE_SCHEDULED
EKS,issue,AWS_EKS_OPERATIONAL_ISSUE
EKS,accountNotification,AWS_EKS_OPERATIONAL_NOTIFICATION
EKS,scheduledChange,AWS_EKS_PLANNED_LIFECYCLE_EVENT
EKS,accountNotification,AWS_EKS_SECURITY_NOTIFICATION
ELASTICACHE,accountNotification,AWS_ELASTICACHE_AFTER_DEADLINE_IGNORE_MAINTENANCE_WINDOW
ELASTICACHE,accountNotification,AWS_ELASTICACHE_AFTER_DEADLINE_NOTIFICATION
ELASTICACHE,accountNotification,AWS_ELASTICACHE_BEFORE_AUTO_UPDATE_IGNORE_MAINTENANCE_WINDOW
ELASTICACHE,accountNotification,AWS_ELASTICACHE_BEFORE_UPDATE_DUE_IGNORE_MAINTENANCE_WINDOW
ELASTICACHE,accountNotification,AWS_ELASTICACHE_BEFORE_UPDATE_DUE_NOTIFICATION
ELASTICACHE,accountNotification,AWS_ELASTICACHE_ENGINE_UPDATE_AVAILABLE
ELASTICACHE,accountNotification,AWS_ELASTICACHE_HOURS_BEFORE_AUTO_UPDATE_NOTIFICATION
ELASTICACHE,issue,AWS_ELASTICACHE_INCREASED_CREATE_LATENCIES
ELASTICACHE,scheduledChange,AWS_ELASTICACHE_MAINTENANCE_NOTIFICATION
ELASTICACHE,scheduledChange,AWS_ELASTICACHE_MEMCACHED_MAINTENANCE_SCHEDULED
ELASTICACHE,issue,AWS_ELASTICACHE_NETWORK_CONNECTIVITY_ISSUE
ELASTICACHE,issue,AWS_ELASTICACHE_OPERATIONAL_ISSUE
ELASTICACHE,accountNotification,AWS_ELASTICACHE_OPERATIONAL_NOTIFICATION
ELASTICACHE,scheduledChange,AWS_ELASTICACHE_PLANNED_LIFECYCLE_EVENT
ELASTICACHE,accountNotification,AWS_ELASTICACHE_PREVIOUS_GENERATION_NODE_DETECTED
ELASTICACHE,accountNotification,AWS_ELASTICACHE_PREVIOUS_GENERATION_NODE_REPLACEMENT_FAILED
ELASTICACHE,scheduledChange,AWS_ELASTICACHE_REDIS_MAINTENANCE_SCHEDULED
ELASTICACHE,accountNotification,AWS_ELASTICACHE_SECURITY_NOTIFICATION
ELASTICACHE,accountNotification,AWS_ELASTICACHE_UPDATE_AVAILABLE
ELASTICACHE,accountNotification,AWS_ELASTICACHE_UPDATE_AVAILABLE_IGNORE_MAINTENANCE_WINDOW
ELASTICACHE,accountNotification,AWS_ELASTICACHE_UPDATE_COMPLETED
ELASTICACHE,accountNotification,AWS_ELASTICACHE_UPDATE_STATUS_CHANGED
ELASTICBEANSTALK,issue,AWS_ELASTICBEANSTALK_API_ISSUE
ELASTICBEANSTALK,accountNotification,AWS_ELASTICBEANSTALK_CUSTOMER_ENGAGEMENT
ELASTICBEANSTALK,issue,AWS_ELASTICBEANSTALK_INCREASED_PROVISIONING_TIMES
ELASTICBEANSTALK,scheduledChange,AWS_ELASTICBEANSTALK_MAINTENANCE_SCHEDULED
ELASTICBEANSTALK,accountNotification,AWS_ELASTICBEANSTALK_MANAGED_UPDATE_FAILURES
ELASTICBEANSTALK,issue,AWS_ELASTICBEANSTALK_OPERATIONAL_ISSUE
ELASTICBEANSTALK,accountNotification,AWS_ELASTICBEANSTALK_OPERATIONAL_NOTIFICATION
ELASTICBEANSTALK,scheduledChange,AWS_ELASTICBEANSTALK_PLANNED_LIFECYCLE_EVENT
ELASTICBEANSTALK,accountNotification,AWS_ELASTICBEANSTALK_SECURITY_NOTIFICATION
ELASTICBEANSTALK,issue,AWS_ELASTICBEANSTALK_WORKFLOW_FAULTS
ELASTICBEANSTALK,issue,AWS_ELASTICBEANSTALK_WORKFLOW_LATENCY
ELASTICTRANSCODER,scheduledChange,AWS_ELASTICTRANSCODER_PLANNED_LIFECYCLE_EVENT
ELEMENTAL,issue,AWS_ELEMENTAL_OPERATIONAL_ISSUE
EMR_SERVERLESS,issue,AWS_EMR_SERVERLESS_API_ISSUE
EMR_SERVERLESS,issue,AWS_EMR_SERVERLESS_API_LATENCY
EMR_SERVERLESS,issue,AWS_EMR_SERVERLESS_OPERATIONAL_ISSUE
EMR_SERVERLESS,accountNotification,AWS_EMR_SERVERLESS_OPERATIONAL_NOTIFICATION
EMR_SERVERLESS,accountNotification,AWS_EMR_SERVERLESS_SECURITY_NOTIFICATION
ENDUSERMESSAGING,accountNotification,AWS_ENDUSERMESSAGING_CUSTOMER_ENGAGEMENT
ENDUSERMESSAGING,issue,AWS_ENDUSERMESSAGING_OPERATIONAL_ISSUE
ENDUSERMESSAGING,accountNotification,AWS_ENDUSERMESSAGING_OPERATIONAL_NOTIFICATION
ENTITYRESOLUTION,issue,AWS_ENTITYRESOLUTION_API_ISSUE
ENTITYRESOLUTION,issue,AWS_ENTITYRESOLUTION_OPERATIONAL_ISSUE
ENTITYRESOLUTION,accountNotification,AWS_ENTITYRESOLUTION_OPERATIONAL_NOTIFICATION
ES,issue,AWS_ES_API_ISSUE
ES,issue,AWS_ES_APPLICATION_API_ISSUE
ES,issue,AWS_ES_CARBON_ALL_KIBANA_OOS_ISSUE
ES,issue,AWS_ES_CARBON_HIGH_P95_ELB_LATENCY_ISSUE
ES,accountNotification,AWS_ES_CUSTOMER_ENGAGEMENT
ES,accountNotification,AWS_ES_DOMAIN_ISOLATION_COMPLETED
ES,issue,AWS_ES_DOMAIN_UNAVAILABLE
ES,issue,AWS_ES_HIGH_DOMAIN_UNAVAILABILITY_ISSUE
ES,scheduledChange,AWS_ES_MAINTENANCE_SCHEDULED
ES,accountNotification,AWS_ES_NOTICE
ES,issue,AWS_ES_OPERATIONAL_ISSUE
ES,accountNotification,AWS_ES_OPERATIONAL_NOTIFICATION
LAKEFORMATION,scheduledChange,AWS_LAKEFORMATION_PLANNED_LIFECYCLE_EVENT
LAKEFORMATION,accountNotification,AWS_LAKEFORMATION_SECURITY_NOTIFICATION
LAKEFORMATION,issue,AWS_LAKEFORMATION_THROTTLING_ISSUE
LAMBDA,issue,AWS_LAMBDA_API_ISSUE
LAMBDA,issue,AWS_LAMBDA_COLD_INVOKE_ISSUE
LAMBDA,issue,AWS_LAMBDA_CONSOLE_ISSUE
LAMBDA,accountNotification,AWS_LAMBDA_CUSTOMER_ENGAGEMENT
LAMBDA,issue,AWS_LAMBDA_FUNCTION_DEPLOYMENT_ISSUE
LAMBDA,issue,AWS_LAMBDA_IAM_ISSUE
LAMBDA,scheduledChange,AWS_LAMBDA_MAINTENANCE_SCHEDULED
LAMBDA,issue,AWS_LAMBDA_NONVPC_FUNCTION_ERRORS
LAMBDA,issue,AWS_LAMBDA_OPERATIONAL_ISSUE
LAMBDA,accountNotification,AWS_LAMBDA_OPERATIONAL_NOTIFICATION
LAMBDA,scheduledChange,AWS_LAMBDA_PLANNED_LIFECYCLE_EVENT
LAMBDA,accountNotification,AWS_LAMBDA_RUNAWAY_DETECTION_NOTIFICATION
LAMBDA,accountNotification,AWS_LAMBDA_RUNAWAY_TERMINATION_NOTIFICATION
LAMBDA,accountNotification,AWS_LAMBDA_SECURITY_NOTIFICATION
LAMBDA,issue,AWS_LAMBDA_VPC_FUNCTION_ERRORS
LAUNCHWIZARD,issue,AWS_LAUNCHWIZARD_OPERATIONAL_ISSUE
LAUNCHWIZARD,accountNotification,AWS_LAUNCHWIZARD_OPERATIONAL_NOTIFICATION
LAUNCHWIZARD,accountNotification,AWS_LAUNCHWIZARD_SECURITY_NOTIFICATION
LEX,issue,AWS_LEX_OPERATIONAL_ISSUE
LEX,accountNotification,AWS_LEX_OPERATIONAL_NOTIFICATION
LEX,scheduledChange,AWS_LEX_PLANNED_LIFECYCLE_EVENT
LICENSE_MANAGER,issue,AWS_LICENSE_MANAGER_OPERATIONAL_ISSUE
RDS,scheduledChange,AWS_RDS_HARDWARE_MAINTENANCE_SCHEDULED
RDS,issue,AWS_RDS_INCREASED_CREATE_SCALING_LATENCIES
RDS,accountNotification,AWS_RDS_INSTANCE_OPERATIONAL_NOTIFICATION
RDS,accountNotification,AWS_RDS_LOWER_CASE_TABLE_NAMES_IS_NOT_SUPPORTED
RDS,scheduledChange,AWS_RDS_MAINTENANCE_SCHEDULED
RDS,issue,AWS_RDS_MYSQL_DATABASE_CRASHING_REPEATEDLY
RDS,issue,AWS_RDS_OPERATIONAL_ISSUE
RDS,accountNotification,AWS_RDS_OPERATIONAL_NOTIFICATION
RDS,scheduledChange,AWS_RDS_PLANNED_LIFECYCLE_EVENT
RDS,accountNotification,AWS_RDS_POINT_IN_TIME_FAILURE
RDS,accountNotification,AWS_RDS_PUBLIC_SNAPSHOT
RDS,issue,AWS_RDS_SAZ_DB_INSTANCE_FAILURES
RDS,accountNotification,AWS_RDS_SECURITY_NOTIFICATION
RDS,issue,AWS_RDS_STORAGE_FAILURE_DB_CORRUPTION
RDS,issue,AWS_RDS_STORAGE_FAILURE_MAZ
RDS,issue,AWS_RDS_STORAGE_FAILURE_READREPLICA
RDS,issue,AWS_RDS_STORAGE_FAILURE_SAZ
RDS,scheduledChange,AWS_RDS_SYSTEM_UPGRADE_SCHEDULED
REACHABILITY_ANALYZER,issue,AWS_REACHABILITY_ANALYZER_OPERATIONAL_ISSUE
REACHABILITY_ANALYZER,accountNotification,AWS_REACHABILITY_ANALYZER_OPERATIONAL_NOTIFICATION
REDSHIFT,issue,AWS_REDSHIFT_API_ISSUE
REDSHIFT,issue,AWS_REDSHIFT_CONNECTIVITY_ISSUE
REDSHIFT,accountNotification,AWS_REDSHIFT_CUSTOMER_ENGAGEMENT
REDSHIFT,issue,AWS_REDSHIFT_INCREASED_CREATE_LATENCIES
REDSHIFT,scheduledChange,AWS_REDSHIFT_MAINTENANCE_SCHEDULED
WAF,scheduledChange,AWS_WAF_PLANNED_LIFECYCLE_EVENT
WAF,accountNotification,AWS_WAF_SECURITY_NOTIFICATION
WELLARCHITECTED,issue,AWS_WELLARCHITECTED_OPERATIONAL_ISSUE
WELLARCHITECTED,accountNotification,AWS_WELLARCHITECTED_OPERATIONAL_NOTIFICATION
WELLARCHITECTED,accountNotification,AWS_WELLARCHITECTED_SECURITY_NOTIFICATION
WICKR,issue,AWS_WICKR_OPERATIONAL_ISSUE
WICKR,accountNotification,AWS_WICKR_OPERATIONAL_NOTIFICATION
WORKDOCS,issue,AWS_WORKDOCS_API_ISSUE
WORKDOCS,issue,AWS_WORKDOCS_OPERATIONAL_ISSUE
WORKDOCS,accountNotification,AWS_WORKDOCS_OPERATIONAL_NOTIFICATION
WORKDOCS,scheduledChange,AWS_WORKDOCS_PLANNED_LIFECYCLE_EVENT
WORKMAIL,accountNotification,AWS_WORKMAIL_AUP_SENDING_BLOCKED
WORKMAIL,accountNotification,AWS_WORKMAIL_AUP_SENDING_BLOCKED_IMMEDIATE
WORKMAIL,accountNotification,AWS_WORKMAIL_AUP_SENDING_LIMITED
WORKMAIL,accountNotification,AWS_WORKMAIL_BOUNCE_SENDING_BLOCKED
WORKMAIL,accountNotification,AWS_WORKMAIL_BOUNCE_SENDING_BLOCKED_IMMEDIATE
WORKMAIL,accountNotification,AWS_WORKMAIL_BOUNCE_SENDING_LIMITED
WORKMAIL,accountNotification,AWS_WORKMAIL_BOUNCE_SENDING_WARNING
WORKMAIL,accountNotification,AWS_WORKMAIL_BOUNCE_WARNING
WORKMAIL,accountNotification,AWS_WORKMAIL_COMPLAINT_SENDING_BLOCKED
WORKMAIL,accountNotification,AWS_WORKMAIL_COMPLAINT_SENDING_BLOCKED_IMMEDIATE
WORKMAIL,accountNotification,AWS_WORKMAIL_COMPLAINT_SENDING_LIMITED
WORKMAIL,accountNotification,AWS_WORKMAIL_COMPLAINT_SENDING_WARNING
WORKMAIL,accountNotification,AWS_WORKMAIL_COMPLAINT_WARNING
WORKMAIL,issue,AWS_WORKMAIL_DELAYED_EMAIL_DELIVERY
